# transcript_id -> curated family, derived from Rfam via RNAcentral.
# taxid 10090. Regenerate with bin/python/refdata_generation/build_rfam_family_table.py.
# NOT reference-derived, so unlike hg38.repbase-class-family.tsv this
# is not circular. Validated on hg38: 255 predictions, 255 correct, 0 wrong.
transcript_id	family	rfam_id
ENSMUST00000240140	SNORD	SNORD115
ENSMUST00000240144	SNORD	SNORD115
ENSMUST00000240145	RNU2	U2
ENSMUST00000240152	SNORD	SNORD116
ENSMUST00000240154	SNORD	SNORD115
ENSMUST00000240157	SNORD	SNORD116
ENSMUST00000240159	SNORD	SNORD115
ENSMUST00000240161	SNORA	SNORA5
ENSMUST00000240162	SNORD	SNORD116
ENSMUST00000240164	SNORA	SNORA17
ENSMUST00000240170	SNORD	SNORD115
ENSMUST00000240179	SNORD	SNORD115
ENSMUST00000240187	SNORD	SNORD115
ENSMUST00000240189	SNORD	SNORD116
ENSMUST00000240191	SNORA	SNORA48
ENSMUST00000240192	SNORD	SNORD115
ENSMUST00000240193	SNORD	SNORD115
ENSMUST00000240194	SNORA	SNORA17
ENSMUST00000240195	SNORD	SNORD115
ENSMUST00000240198	SNORD	SNORD116
ENSMUST00000240204	SNORA	SNORA17
ENSMUST00000240210	SNORD	SNORD116
ENSMUST00000240212	SNORD	SNORD115
ENSMUST00000240213	SNORD	SNORD115
ENSMUST00000240216	SNORD	SNORD115
ENSMUST00000240219	SNORA	SNORA17
ENSMUST00000240223	SNORD	SNORD115
ENSMUST00000240226	SNORD	SNORD50
ENSMUST00000240228	SNORD	SNORD116
ENSMUST00000240231	RNU2	U2
ENSMUST00000240233	SNORD	SNORD115
ENSMUST00000240234	SNORD	SNORD116
ENSMUST00000240241	SNORD	SNORD116
ENSMUST00000240242	SNORA	SNORA17
ENSMUST00000240243	SNORD	SNORD115
ENSMUST00000240244	SNORD	SNORD115
ENSMUST00000240248	SNORA	SNORA17
ENSMUST00000240249	SNORD	SNORD116
ENSMUST00000240256	SNORD	SNORD116
ENSMUST00000240260	SNORA	SNORA17
ENSMUST00000240263	SNORD	SNORD115
ENSMUST00000240269	SNORA	SNORA17
ENSMUST00000240270	SNORD	SNORD116
ENSMUST00000240274	SNORD	SNORD115
ENSMUST00000240275	SNORD	SNORD115
ENSMUST00000240281	SNORD	SNORD115
ENSMUST00000240282	SNORA	SNORA17
ENSMUST00000240292	SNORD	SNORD116
ENSMUST00000240294	SNORA	SNORA17
ENSMUST00000240296	SNORA	SNORA17
ENSMUST00000240298	SNORD	SNORD115
ENSMUST00000240305	SNORD	SNORD115
ENSMUST00000240310	SNORD	SNORD115
ENSMUST00000240314	SNORD	SNORD115
ENSMUST00000240315	SNORA	SNORA17
ENSMUST00000240318	SNORD	SNORD116
ENSMUST00000240320	SNORD	SNORD116
ENSMUST00000240324	SNORD	SNORD116
ENSMUST00000240332	SNORD	SNORD115
ENSMUST00000240340	SNORA	SNORA5
ENSMUST00000240341	SNORD	SNORD115
ENSMUST00000240342	SNORD	SNORD115
ENSMUST00000240344	SNORD	SNORD115
ENSMUST00000240347	SNORA	SNORA17
ENSMUST00000240348	SNORD	SNORD115
ENSMUST00000240354	SNORA	SNORA17
ENSMUST00000240356	SNORD	SNORD115
ENSMUST00000240359	SNORD	SNORD116
ENSMUST00000240368	SNORD	SNORD115
ENSMUST00000240379	RNU2	U2
ENSMUST00000240382	SNORD	SNORD115
ENSMUST00000240387	SNORD	SNORD115
ENSMUST00000240388	SNORD	SNORD115
ENSMUST00000240399	SNORA	SNORA48
ENSMUST00000240405	RNU2	U2
ENSMUST00000240413	SNORD	SNORD116
ENSMUST00000240421	SNORD	SNORD115
ENSMUST00000240425	SNORD	SNORD115
ENSMUST00000240426	SNORD	SNORD116
ENSMUST00000240428	SNORD	SNORD115
ENSMUST00000240437	SNORD	SNORD115
ENSMUST00000240439	SNORD	SNORD115
ENSMUST00000240442	SNORD	SNORD115
ENSMUST00000240443	SNORD	SNORD115
ENSMUST00000240444	SNORD	SNORD115
ENSMUST00000240447	SNORA	SNORA17
ENSMUST00000240451	SNORD	SNORD115
ENSMUST00000240452	SNORD	SNORD116
ENSMUST00000240459	SNORD	SNORD115
ENSMUST00000240464	SNORD	SNORD115
ENSMUST00000240472	SNORD	SNORD115
ENSMUST00000240480	SNORA	SNORA17
ENSMUST00000240482	SNORD	SNORD116
ENSMUST00000240483	SNORD	SNORD115
ENSMUST00000240489	SNORA	SNORA17
ENSMUST00000240491	SNORD	SNORD116
ENSMUST00000240496	SNORD	SNORD115
ENSMUST00000240499	SNORD	SNORD115
ENSMUST00000240505	SNORD	SNORD115
ENSMUST00000240507	SNORD	SNORD116
ENSMUST00000240515	SNORD	SNORD115
ENSMUST00000240516	SNORD	SNORD50
ENSMUST00000240518	SNORA	SNORA17
ENSMUST00000240523	SNORD	SNORD115
ENSMUST00000240526	SNORD	SNORD115
ENSMUST00000240528	SNORD	SNORD115
ENSMUST00000240529	SNORD	SNORD116
ENSMUST00000240532	SNORD	SNORD115
ENSMUST00000240535	RNU2	U2
ENSMUST00001239503	SNORD	SNORD115
ENSMUST00001239504	SNORD	SNORD115
ENSMUST00001239518	RNU2	U2
ENSMUST00001239521	SNORA	SNORA17
ENSMUST00001239536	SNORD	SNORD116
ENSMUST00001239545	SNORA	SNORA17
ENSMUST00001239547	SNORD	SNORD116
ENSMUST00001239548	SNORD	SNORD115
ENSMUST00001239551	SNORA	SNORA17
ENSMUST00001239553	SNORD	SNORD115
ENSMUST00001239554	SNORD	SNORD116
ENSMUST00001239557	SNORD	SNORD115
ENSMUST00001239558	SNORD	SNORD115
ENSMUST00001239559	SNORD	SNORD115
ENSMUST00020181739	SNORD	SNORD14
ENSMUST00020181919	SNORA	SNORA17
ENSMUST00020182044	SCARNA	SCARNA16
ENSMUST00020182064	SNORA	SNORA36
ENSMUST00020182237	SNORD	SNORD20
ENSMUST00020182284	SNORD	SNORD100
ENSMUST00020182350	SNORA	SNORA2
ENSMUST00020182423	SCARNA	SCARNA3
ENSMUST00020182528	RNA5-8S	5_8S_rRNA
ENSMUST00020182737	SNORA	SNORA19
ENSMUST00020182748	SCARNA	SCARNA15
ENSMUST00020182787	SNORD	SNORD33
ENSMUST00020182870	SNORA	SNORA58
ENSMUST00020183052	RNU6ATAC	U6atac
ENSMUST00020183305	SNORA	SNORA40
ENSMUST00020183435	SCARNA	SCARNA13
ENSMUST00020183439	SCARNA	SCARNA3
ENSMUST00020183534	RNA5-8S	5_8S_rRNA
ENSMUST00020183725	SNORA	SNORA19
ENSMUST00020183755	SNORD	SNORD59
